1,2.50,5.90,7.60,11.40,3.80,5.10,7.10,6.50
1,2.90,6.10,6.00,6.50,4.20,6.60,6.70,5.00
1,4.10,4.10,8.30,13.10,3.90,7.10,6.90,8.00
1,3.70,5.50,5.40,7.00,3.50,5.50,5.40,5.40
1,1.50,5.50,6.80,14.00,1.30,8.90,5.90,5.70
1,3.90,5.40,3.60,4.70,3.40,5.60,4.40,4.30
1,4.30,4.40,10.70,9.90,5.10,4.20,8.20,5.50
1,3.90,5.60,11.50,12.30,4.50,4.58,10.10,7.70
1,3.50,4.10,6.10,11.70,3.30,4.20,6.40,7.20
1,4.60,4.90,8.80,11.30,4.10,5.00,6.00,14.00
1,3.50,5.40,7.00,8.90,2.00,4.30,5.00,3.80
1,5.20,4.45,4.20,6.60,4.80,5.50,3.60,3.80
